x,y
3.12841413863111,-0.763049451290021
-0.61106806333922,-0.400083521997037
0.382473006322871,-2.18999976236059
-6.84013241995582,-3.5338641386326
5.6512891605051,1.96455905480337
-4.58572362053701,-8.7269308511765
2.38049005694494,2.89351473363731
2.53286890207951,0.38972683058074
-3.74651232436425,-7.20874014312238
7.89148190918725,5.87410861390661
13.6055818249259,4.19190703560428
-6.49548592071875,7.61900436200315
0.336418038650263,-5.7014065968467
-3.05004870757926,-7.87973134614317
9.04642378369723,1.71311303553418
-3.1179267443633,4.13430330344388
-3.25841034817366,-5.05580406613515
4.44759996562633,4.1285817191889
-1.0101732878489,4.30789857694633
1.412907615499,-3.95240896811162
-2.93234491002605,-0.714559036857668
-2.70786343319424,-5.16748410064005
4.67929626660703,0.0732570978950482
3.69249257881442,-1.89381367925046
-4.3245403260439,5.89422500730969
-5.7914076764671,-1.66418471854148
4.11203371297417,-0.310188084293427
-4.0527970229031,-5.44954531635956
9.87661613857506,0.36778489923823
2.32651775930451,4.88962089069154
-7.94784255734399,-1.33774529330317
-2.63474701391359,-9.09830729757068
-2.18782899949878,3.28462098972193
5.21579688286924,4.8404751570486
-3.25903061348046,0.547586591859301
-2.3765124273496,4.06175896249669
7.75725935479938,-0.18605487267446
5.84076223990719,1.66025267208735
11.236972110604,9.94801437658103
1.28300086612051,6.18326430191186
-0.083227281943791,8.25803877332669
-7.89998630627852,-1.11864631548238
6.41734134155241,-1.56525839833887
-0.83610356633414,1.23366524697252
-3.52197599335401,2.93014970084177
-5.9663064510686,-3.67182673847576
-5.56356483861689,-9.74262316633677
2.48032795110186,-4.68318510248402
-5.2589490671845,4.76888642037387
-6.00261361246735,-11.0748103404243
0.027592341566536,-7.61737350463687
1.7982390602199,-1.01124993916459
-5.29138796276389,0.82607163515311
-2.16465434370042,-0.858726641184175
14.3370349576978,6.15934690805543
6.6199295292392,12.3665122847002
-0.981745355247489,-0.643396968759395
-0.493702185908422,1.92693075301371
-6.69829259638455,-14.713514712273
6.16245465552369,-2.38019699037576
3.72813630753493,1.90041308225439
-4.41698864024041,-2.57915709390077
-3.85216944468796,-14.942164285433
-1.74859351842626,-5.51027326746545
1.38200160212166,-5.52379092947987
-2.1301230322807,4.98077996550186
1.5560988647375,-1.04133651154676
-6.97544045120823,6.55805804241784
1.16716392777831,3.59544913557094
-4.06762151727217,-1.69739104402047
2.816436576655,1.42697580706951
-0.941985198747981,7.21670054465712
5.69783916370675,2.71356080893736
-0.174888735070961,2.02530885303421
-5.5519234292457,2.14333866395842
2.28438794020828,1.72197355372159
-1.5560737729544,3.41783990873179
2.30420543667194,0.394682102972278
-8.58355862457088,-5.52631850600529
2.61455006801651,-2.77988634829636
-4.01011258958419,-1.20696774863222
8.96127371122382,0.727848256153575
-0.494526716297165,6.27618382190612
9.16320612630555,6.61210461254775
4.14000478407803,12.7709119734463
-1.79925257211375,3.26823531237996
-4.90494149785766,-0.42048058619078
0.833850777353106,-5.6783924972042
4.70941234909913,7.98457198710964
5.31393662196441,0.775021846893487
-10.3049133927818,-3.58617440858127
2.02078588581485,-10.6186094178132
-0.493929549472353,6.59141367647504
1.48247043535848,-0.182046625904877
0.352120935906233,2.06020533476172
